song_id;title;artist;top genre;year;populer
477;Strip That Down (feat. Quavo);Liam Payne;dance pop;2017;69
478;Cut To The Feeling;Carly Rae Jepsen;canadian pop;2017;69
479;OK - Spotify Version;Robin Schulz;dance pop;2017;69
480;Bon appÃ©tit;Katy Perry;dance pop;2017;68
481;Summer Bummer (feat. A$AP Rocky & Playboi Carti);Lana Del Rey;art pop;2017;67
482;Get Low (with Liam Payne);Zedd;complextro;2017;66
483;Kissing Strangers;DNCE;dance pop;2017;66
484;Slow Hands;Niall Horan;dance pop;2017;64
485;Younger Now;Miley Cyrus;dance pop;2017;62
486;Body Moves;DNCE;dance pop;2017;62
487;Reality (feat. Janieck Devy) - Radio Edit;Lost Frequencies;belgian edm;2017;59
488;Angel;Fifth Harmony;dance pop;2017;59
489;Touch (feat. Kid Ink);Little Mix;dance pop;2017;59
490;We Don't Talk Anymore - DROELOE Remix;Charlie Puth;dance pop;2017;59
491;Love Incredible (feat. Camila Cabello);Cashmere Cat;downtempo;2017;59
492;No Vacancy (with SebastiÃ¡n Yatra);OneRepublic;dance pop;2017;57
493;Rich Boy;Galantis;big room;2017;55
494;Lust for Life (with The Weeknd);Lana Del Rey;art pop;2017;54
495;Greenlight (feat. Flo Rida & LunchMoney Lewis);Pitbull;dance pop;2017;54
496;Influence;Tove Lo;dance pop;2017;54
497;Remember I Told You;Nick Jonas;dance pop;2017;53
498;Messin' Around;Pitbull;dance pop;2017;51
499;Water Under the Bridge;Adele;british soul;2017;49
500;Free Me;Sia;australian dance;2017;44
501;Kissing Strangers - Remix;DNCE;dance pop;2017;43
502;A L I E N S;Coldplay;permanent wave;2017;41
503;One Kiss (with Dua Lipa);Calvin Harris;dance pop;2018;86
504;Havana (feat. Young Thug);Camila Cabello;dance pop;2018;85
505;I Like It;Cardi B;pop;2018;85
506;New Rules;Dua Lipa;dance pop;2018;84
507;There's Nothing Holdin' Me Back;Shawn Mendes;canadian pop;2018;84
508;no tears left to cry;Ariana Grande;dance pop;2018;84
509;IDGAF;Dua Lipa;dance pop;2018;84
510;In My Blood;Shawn Mendes;canadian pop;2018;83
511;Wolves;Selena Gomez;dance pop;2018;83
512;Dusk Till Dawn - Radio Edit;ZAYN;dance pop;2018;83
513;Attention;Charlie Puth;dance pop;2018;83
514;Electricity (with Dua Lipa);Silk City;edm;2018;82
515;Love On The Brain;Rihanna;barbadian pop;2018;82
516;Silence;Marshmello;brostep;2018;82
517;Sorry Not Sorry;Demi Lovato;dance pop;2018;81
518;Shallow - Radio Edit;Lady Gaga;dance pop;2018;80
519;These Days;Rudimental;dance pop;2018;80
520;What Lovers Do (feat. SZA);Maroon 5;pop;2018;79
521;Perfect Duet (Ed Sheeran & BeyoncÃ©);Ed Sheeran;pop;2018;78
522;Bad At Love;Halsey;dance pop;2018;78
523;Him & I (with Halsey);G-Eazy;hip hop;2018;78
524;Friends (with BloodPopÂ®);Justin Bieber;canadian pop;2018;77
525;Wild Thoughts (feat. Rihanna & Bryson Tiller);DJ Khaled;dance pop;2018;76
526;My My My!;Troye Sivan;dance pop;2018;76
527;Capital Letters;Hailee Steinfeld;dance pop;2018;76
528;Sick Boy;The Chainsmokers;electropop;2018;76
529;Tequila;Dan + Shay;contemporary country;2018;76
530;Look What You Made Me Do;Taylor Swift;pop;2018;75
531;Youth (feat. Khalid);Shawn Mendes;canadian pop;2018;75
532;Bad Liar;Selena Gomez;dance pop;2018;75
533;Anywhere;Rita Ora;dance pop;2018;74
534;Say Something;Justin Timberlake;dance pop;2018;74
535;Chun-Li;Nicki Minaj;dance pop;2018;73
536;Sign of the Times;Harry Styles;dance pop;2018;72
537;Familiar;Liam Payne;dance pop;2018;72
538;Let Me;ZAYN;dance pop;2018;72
539;Supernova;Ansel Elgort;dance pop;2018;72
540;Nervous;Shawn Mendes;canadian pop;2018;71
541;First Time;Kygo;edm;2018;71
542;End Game;Taylor Swift;pop;2018;70
543;Mi Gente (feat. BeyoncÃ©);J Balvin;latin;2018;68
544;Lemon;N.E.R.D;hip hop;2018;68
545;For You (With Rita Ora);Liam Payne;dance pop;2018;67
546;Want To;Dua Lipa;dance pop;2018;67
547;What I Need (feat. Kehlani);Hayley Kiyoko;dance pop;2018;67
548;Wait;Maroon 5;pop;2018;67
549;What About Us;P!nk;dance pop;2018;66
550;Kissing Strangers;DNCE;dance pop;2018;66
551;2U (feat. Justin Bieber);David Guetta;dance pop;2018;65
552;Walk On Water (feat. BeyoncÃ©);Eminem;detroit hip hop;2018;65
553;This Town;Niall Horan;dance pop;2018;64
554;MOVE TO MIAMI;Enrique Iglesias;dance pop;2018;64
555;Miss You (with Major Lazer & Tory Lanez);Cashmere Cat;downtempo;2018;64
556;Filthy;Justin Timberlake;dance pop;2018;62
557;Never Be the Same - Radio Edit;Camila Cabello;dance pop;2018;57
558;Ferrari;Bebe Rexha;dance pop;2018;57
559;Supplies;Justin Timberlake;dance pop;2018;57
560;Boom Boom;RedOne;moroccan pop;2018;53
561;...Ready For It? - BloodPopÂ® Remix;Taylor Swift;pop;2018;52
562;Drip (feat. Migos);Cardi B;pop;2018;45
563;Tell Me You Love Me - NOTD Remix;Demi Lovato;dance pop;2018;44
564;Memories;Maroon 5;pop;2019;99
565;Lose You To Love Me;Selena Gomez;dance pop;2019;97
566;Someone You Loved;Lewis Capaldi;pop;2019;96
567;SeÃ±orita;Shawn Mendes;canadian pop;2019;95
568;How Do You Sleep?;Sam Smith;pop;2019;93
569;South of the Border (feat. Camila Cabello & Cardi B);Ed Sheeran;pop;2019;92
570;Trampoline (with ZAYN);SHAED;electropop;2019;92
571;Happier;Marshmello;brostep;2019;90
572;Truth Hurts;Lizzo;escape room;2019;90
573;Good as Hell (feat. Ariana Grande) - Remix;Lizzo;escape room;2019;90
574;Higher Love;Kygo;edm;2019;88
575;Only Human;Jonas Brothers;boy band;2019;87
576;Beautiful People (feat. Khalid);Ed Sheeran;pop;2019;86
577;Sucker;Jonas Brothers;boy band;2019;86
578;Don't Call Me Up;Mabel;dance pop;2019;86
579;I Don't Care (with Justin Bieber);Ed Sheeran;pop;2019;85
580;Talk (feat. Disclosure);Khalid;alternative r&b;2019;84
581;Giant (with Rag'n'Bone Man);Calvin Harris;dance pop;2019;84
582;Takeaway;The Chainsmokers;electropop;2019;83
583;All Around The World (La La La);R3HAB;big room;2019;82
584;Girls Like You (feat. Cardi B);Maroon 5;pop;2019;81
585;Call You Mine;The Chainsmokers;electropop;2019;81
586;No Guidance (feat. Drake);Chris Brown;dance pop;2019;81
587;Antisocial (with Travis Scott);Ed Sheeran;pop;2019;78
588;Con Calma - Remix;Daddy Yankee;latin;2019;76
589;Find U Again (feat. Camila Cabello);Mark Ronson;dance pop;2019;75
590;Cross Me (feat. Chance the Rapper & PnB Rock);Ed Sheeran;pop;2019;75
591;Nothing Breaks Like a Heart (feat. Miley Cyrus);Mark Ronson;dance pop;2019;69
592;Kills You Slowly;The Chainsmokers;electropop;2019;67
